model,dataset,rougeL,rouge1,rouge2,summary,reference
falcon-7b,d0rj/samsum-ru,0.0,0.0,0.0,"
Вы — ассистент для написания краткого содержания диалогов. Вам будет дан диалог, и ты должен создать его краткое содержание. Содержание должно включать всю важную информацию, быть коротким и лаконичным. В нем не должно быть лишней информации или данных, не относящихся к диалогу.
напишите краткое содержание этого диалога:
Ванда: Давай устроим вечеринку!
Джина: Почему?
Ванда: потому что. Я хочу повеселиться!
Джина: хорошо, что тебе нужно?
Ванда: Во-первых, мне тоже нужно составить список.
Джина: отметили, а потом?
Ванда: а ты не мог бы взять машину своего отца и пойти со мной за продуктами?
Джина: не знаю, согласится ли он
Ванда: Я знаю, но ты можешь спросить :)
Джина: Я попробую, но ничего не обещаю.
Ванда: Я знаю, ты лучший!
Джина: Когда ты хочешь пойти
Ванда: Пятница?
Джина: хорошо, я спрошу
Краткое содержание: Джина: Я на время на время. Ванда: Я на время. Джина: Я на время. Ванда: Я на время. Джина: Я на время. Ванда: Я на время. Джина: Я на время. Ванда: Я на время. Джина: Я на время. Ванда: Я на время. Джина: Я на время. Ванда: Я на время. Джина: Я на время. Ванда: Я на в",Ванда хочет устроить вечеринку. Она просит Джину одолжить машину отца и пойти вместе за продуктами. Они назначили дату на пятницу.
falcon-7b,d0rj/samsum-ru,0.0,0.0,0.0,"
Вы — ассистент для написания краткого содержания диалогов. Вам будет дан диалог, и ты должен создать его краткое содержание. Содержание должно включать всю важную информацию, быть коротким и лаконичным. В нем не должно быть лишней информации или данных, не относящихся к диалогу.
напишите краткое содержание этого диалога:
Мартин: Я выиграл два билета в кино!
Эгги: о, круто, как так?
Мартин: онлайн. на фейсбуке это организовал киножурнал
Эгги: так что ты сделал
Мартин: просто напиши краткий обзор и все
Эгги: молодец :) так что и когда. и где?
Мартин: новый фильм с Редфордом
Эгги: кажется, я что-то слышала
Мартин: это довольно круто, я слышал. до конца недели
Эгги: звучит хорошо. мы найдем время XD
Краткое содержание: на фейсбуке это организовал киножурнал. на фейсбуке это организов�о организов�о организов�о организов�о организов�о организов�о организов�о организов�о организов�о организов�о организов�о организов�о организов�о орга�","Мартин написал небольшой отзыв и выиграл 2 билета в кино на FB. Мартин хочет, чтобы Эгги поехала с ним на этой неделе на новый фильм с Редфордом."
falcon-7b,d0rj/samsum-ru,0.0,0.0,0.0,"
Вы — ассистент для написания краткого содержания диалогов. Вам будет дан диалог, и ты должен создать его краткое содержание. Содержание должно включать всю важную информацию, быть коротким и лаконичным. В нем не должно быть лишней информации или данных, не относящихся к диалогу.
напишите краткое содержание этого диалога:
Чарли: Я в классе. Театр на Португальский, лол
Кертис: Правда?
Чарли: Да. Одним из моих предметов в университете, который я посещаю, является португальский театр. Мы готовим выступление
Кертис: Что это за представление? Вы его изобретаете?
Charlee: польский, переведенный на португальский.
Кертис: Это довольно круто. Кто писатель?
Чарли: Мрожек
Краткое содержание: Чарли: Я в классе. Театр на Португальский, лол
Чарли: Я в классе. Театр на Португальский, лол
Чарли: Я в классе. Театр на Португальский, лол
Чарли: Я в классе. Театр на Португальский, лол
Чарли: Я в классе. Театр на Португальский, лол
Чарли: Я в классе. Театр на �","Чарли посещает португальский театр как предмет в университете. Он и другие студенты готовят пьесу Мрожека, переведенную на португальский язык."
falcon-7b,d0rj/samsum-ru,0.0,0.0,0.0,"
Вы — ассистент для написания краткого содержания диалогов. Вам будет дан диалог, и ты должен создать его краткое содержание. Содержание должно включать всю важную информацию, быть коротким и лаконичным. В нем не должно быть лишней информации или данных, не относящихся к диалогу.
напишите краткое содержание этого диалога:
Мэри: Ты едешь на машине или на поезде?
Том: Элла арендовала машину.
Элла: это делает все это намного быстрее
Мэри: хорошее решение
Краткое содержание: на машине
Мэри: на машине
Краткое содержание: на машине
Мэри: на машине
Краткое содержание: на машине
Мэри: на машине
Краткое содержание: на машине
Мэри: на машине
Краткое содержание: на машине
Мэри: на машине
Краткое содержание: на машине
Мэри: на","Элла арендовала машину, это значительно ускорит ее и Тома."
falcon-7b,d0rj/samsum-ru,0.13333333333333333,0.13333333333333333,0.0,"
Вы — ассистент для написания краткого содержания диалогов. Вам будет дан диалог, и ты должен создать его краткое содержание. Содержание должно включать всю важную информацию, быть коротким и лаконичным. В нем не должно быть лишней информации или данных, не относящихся к диалогу.
напишите краткое содержание этого диалога:
Люк: ты все еще ищешь кого-то, кто присоединится к семье netflix?
Павел: да, 1 человек :)
Люк: это я!
Павел: конечно, я пришлю тебе логин и пароль в воскресенье
Люк: хорошо, мы можем поговорить завтра
Пол: я действительно не помню это сейчас
Люк: пришли мне также реквизиты банковского счета, чтобы я мог ежемесячно переводить тебе деньги. Вы платите за это или кто-то другой?
Пол: Да, и я слежу за всеми доступами, так что банов не ждите :D
Люк: полегче дружище :D ты все еще в отпуске со своей девушкой?
Пол: последний ужин :( завтра нас нет дома
Люк: как давно ты там?
Павел: меньше 8 дней :/
Краткое содержание: на нем нужно нем нужно нем нужно нем нужно нем нужно нем нужно нем нужно н�олучить нем н�олучить н�олучить н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�о� н�",Пол собирается поделиться своей учетной записью Netflix с Люком. Взамен Люк внесет свой вклад в подписку. Пол отправит Люку свои банковские реквизиты. Пол в отпуске со своей девушкой до завтра.
falcon-7b,d0rj/samsum-ru,0.0,0.0,0.0,"
Вы — ассистент для написания краткого содержания диалогов. Вам будет дан диалог, и ты должен создать его краткое содержание. Содержание должно включать всю важную информацию, быть коротким и лаконичным. В нем не должно быть лишней информации или данных, не относящихся к диалогу.
напишите краткое содержание этого диалога:
Грег: Привет, милый. Мне нужно остаться в нерабочее время :-(
Бетси: Опять?
Грег: Прости!
Бетси: А что насчет Джонни?
Грег: Ну, ты не мог бы забрать его?
Бетси: Что, если я не смогу?
Грег: Бетси?
Бетси: Что, если я не смогу?
Грег: Правда, не можешь?
Бетси: Я не могу. Сегодня мне тоже нужно много работать. Вторник - ваши дни в детском саду.
Грег: Поговорим позже. Я посмотрю что я могу сделать.
Бетси: Тебе лучше что-нибудь придумать.
Грег: О. Просто прекрати это сейчас.
Краткое содержание: Поговорим позже. Я посмотрю что я могу сделать. Тебе лучше что-нибудь придумать. Я не могу. Я не могу. Я не могу. Я не могу. Я не могу. Я не могу. Я не могу. Я не могу. Я не могу. Я не могу. Я не могу. Я не могу. Я не могу. Я н","У Грега и Бетси сегодня много работы, поэтому они не могут забрать Джонни из детского сада. Однако настала очередь Грега сделать это. Грег попытается найти решение."
falcon-7b,d0rj/samsum-ru,0.0,0.0,0.0,"
Вы — ассистент для написания краткого содержания диалогов. Вам будет дан диалог, и ты должен создать его краткое содержание. Содержание должно включать всю важную информацию, быть коротким и лаконичным. В нем не должно быть лишней информации или данных, не относящихся к диалогу.
напишите краткое содержание этого диалога:
Итан: кое-что для Скотта <file_photo>
Тоби: ха-ха, полностью
Маршалл: в значительной степени подводит итог
Скотт: ты знаешь, что ты точно такой же, черт возьми
Тоби: о, мы знаем, милый зайчик
Маршалл: нам просто нравится подшучивать над ВАМИ
Итан: хД
Скотт: ох вы все
Тоби: <file_gif>
Краткое содержание: напишите кратко�о содержание на написенной степени подшучивая на напи�енной степени. Подшуйтесь напи�енной степени подшучивая на напи�енной степени. Подшуйтесь напи�енной степени по�ной степени по�ной степени по�ной степени по�ной степени по�н�","Итан, Тоби и Маршалл смеются над Скоттом."
falcon-7b,d0rj/samsum-ru,0.0,0.0,0.0,"
Вы — ассистент для написания краткого содержания диалогов. Вам будет дан диалог, и ты должен создать его краткое содержание. Содержание должно включать всю важную информацию, быть коротким и лаконичным. В нем не должно быть лишней информации или данных, не относящихся к диалогу.
напишите краткое содержание этого диалога:
Игорь: Блин, у меня столько дел на работе, а я демотивирован.
Джон: Довольно безответственно давать столько работы кому-то в период их увольнения.
Игорь: Да, точно! Должен ли я даже заботиться?
Джон: Тебе решать, но ты же знаешь, что они говорят...
Игорь: Что ты имеешь в виду?
Джон: Ну, говорят, то, как ты заканчиваешь, показывает, какой ты на самом деле...
Игорь: А теперь как ты начнешь, да?
Джон: Попался!
Игорь: И что мне тогда делать?
Джон: Осталось всего две недели, так что стисните зубы и делайте то, что должны.
Игорь: Легко сказать, сложно исполнить.
Джон: Давай, перестань думать, начни делать!
Игорь: Это так типично для тебя! ;)
Краткое содержание: Получить непрогранное содержание на непрогранной столе. Получить непрогранное содержание на непрогранной столе. Получить непрогранное содержание на непрогранной столе. Получить непрогранное содержание на непрогранной столе. Получить непрогран�","У Игоря много работы в период увольнения, и он чувствует себя демотивированным. Джон думает, что он все равно должен делать то, что должен."
falcon-7b,d0rj/samsum-ru,0.0,0.0,0.0,"
Вы — ассистент для написания краткого содержания диалогов. Вам будет дан диалог, и ты должен создать его краткое содержание. Содержание должно включать всю важную информацию, быть коротким и лаконичным. В нем не должно быть лишней информации или данных, не относящихся к диалогу.
напишите краткое содержание этого диалога:
Клара: Привет, что ты делаешь?
Нила: Немного, расслабляюсь.
Клара: Просто пересматриваю «Дорогие белые люди» на Netflix, мне нравится!😍
Нила: О да, слышали о нем, но еще не видели? Любой хороший?
Клара: Ну да! Я просто сказал, что это так, лол. Речь идет о вымышленном университете Лиги плюща и студентах в одном общежитии.
Нила: Почему она называется «Дорогие белые люди»?
Клара: Это название радиопередачи, которую главный герой, Сэм, представляет на студенческом радио.
Нила: Да, но почему это так хорошо?
Клара: Ну, это в основном истории с точки зрения чернокожих студентов, которые я нахожу очень интересными. Персонажи тоже сильные и симпатичные.
Нила: Тогда, я полагаю, это сильно отлично и непристраненно. Я нахожу очень интересными. Я нахожу очень интересными. Я нахожу очень интересными. Я нахожу очень интересными. Я нахожу очень интересными. Я нахожу очень интересными. Я нахожу очень интересными. Я нахожу очень интересными. Я нахо",Клара пересматривает «Дорогие белые люди» и настоятельно рекомендует Ниле.
falcon-7b,d0rj/samsum-ru,0.0,0.0,0.0,"
Вы — ассистент для написания краткого содержания диалогов. Вам будет дан диалог, и ты должен создать его краткое содержание. Содержание должно включать всю важную информацию, быть коротким и лаконичным. В нем не должно быть лишней информации или данных, не относящихся к диалогу.
напишите краткое содержание этого диалога:
Эрнест: привет, Майк, ты припарковал машину на нашей улице?
Майк: нет, сегодня забрал его в гараж.
Эрнест: хорошо хорошо
Майк: почему?
Эрнест: кто-то только что врезался в красную хонду, похожую на твою
Майк: лол, мне повезло
Краткое содержание: на нашей улице нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже нашей гараже н","Сегодня Майк загнал свою машину в гараж. Эрнест чувствует облегчение, потому что кто-то только что врезался в красную «хонду», похожую на машину Майка."
falcon-7b,d0rj/samsum-ru,0.14285714285714288,0.14285714285714288,0.0,"
Вы — ассистент для написания краткого содержания диалогов. Вам будет дан диалог, и ты должен создать его краткое содержание. Содержание должно включать всю важную информацию, быть коротким и лаконичным. В нем не должно быть лишней информации или данных, не относящихся к диалогу.
напишите краткое содержание этого диалога:
Дейдра: Привет, Бет, как дела, любовь?
Бет: Привет, тетя Дейдра, я хотела тебе написать, хотела попросить об одолжении.
Deirdre: Интересно, думали ли вы о 40-летии вашей мамы? Мы должны сделать что-то особенное!
Бет: Как насчет девичьих выходных, только мама, я, ты и девочки, Кира, конечно же, должна вернуться из Университета.
Дейдре: Звучит потрясающе! Напрягите мозги, это всего через 6 недель! Держу пари, она боится этого, я помню это!
Бет: О да, мы устроили тебе вечеринку-сюрприз, у тебя чуть не случился сердечный приступ!
Дейдра: Что ж, это был приятный сюрприз! Боже, это было почти 4 года назад, время летит незаметно! Что за услуга, дорогая?
Бет: О, я просто хотела попробовать немного поработать в собстой сектого непро�работного непро�работного непро�работного непро�работного непро�работного непро�работн�го непро�работн�го непро�работн�го непро�работн�го непро�работн�го непро�работн�го непро�работн�го непро�работн�го","Бет хочет организовать выходные для девочек, чтобы отпраздновать 40-летие своей матери. Она также хочет работать в салоне красоты Дейдре. Дейдре предлагает ей несколько часов по субботам в качестве опыта работы. Они договорились о завтрашней встрече."
