model,dataset,rougeL,rouge1,rouge2,summary,reference
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Ола и Кейт не могут поддерживать связь, потому что у них нет связи на Кубе. Оля наслаждается поездкой. Момо оправилась от травмы и снова резвится. Ола отправляет фотографии шарфа из Лаоса, который принадлежит Момо. Оля хочет купить новый шарф для мамы.","Ола находится на Кубе и наслаждается поездкой. У нее там проблемы со связью. Момо оправилась от травмы. Оле не нравится одежда на Кубе. Ола попытается найти блузку для мамы на Кубе, как предложила Кейт."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Майк спрашивает Энн о новом номере Джона, но она говорит ему спросить Мэри.",Майк спросит у Мэри новый номер Джона.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Джозеф отправляет Элле фотографию двух коров Вуека Янека.,Джозеф прислал Элле фотографию телят-близнецов Вуйек Янек. Элла в восторге.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джош думает, что Стивен взял его блокнот домой. Стивен не может найти его. Джек принесет блокнот завтра.","Джош думает, что Стивен случайно взял его блокнот. Он у Джека, и он принесет его завтра."
fred-t5,d0rj/samsum-ru,0.6666666666666666,0.6666666666666666,0.0,"Адель завела новую собаку, 4 месяца. Кошки держатся на расстоянии, Поппи и Лулу заботятся о нем, Спиди хочет поиграть. Лола не может дождаться, когда увидит его.","Адель получила новый бисквитный лабрадор Chewy, которому 4 месяца. Ее кошки держатся на расстоянии, а Поппи и Лулу кажутся мамой Чуи, а Спиди хочет поиграть."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Кристиан и Табора играют в игры. Табора предпочитает Бэтмена Супермену. Они также смотрят фильмы.,"Кристиан и Табора играют в игру о том, что им нравится больше всего."
fred-t5,d0rj/samsum-ru,1.0,1.0,0.0,"Кэти оставила свои солнцезащитные очки у Броука. Она заберет их сегодня в 10 вечера, если все будет в порядке.",Кэти заберет свои очки сегодня в 10.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Петра хочет спать, потому что сегодня скучно в офисе. Энди и Эзги работают. Петра спрашивает у толстой женщины из отдела кадров о своем расписании, но она не может двигаться, так как у нее черный пояс по карате.","Сегодня Петра очень сонная на работе, Энди считает день скучным, а Эзги работает."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Ник хочет встретиться с Джейн, чтобы выпить. Она отказывается и говорит ему, что он стреляет выше своего диапазона. Ник считает ее милой, но не настолько горячей. Он берет свои слова обратно и больше никогда ей не пишет.","Ник находит Джейн красивой и приглашает ее выпить, чтобы лучше узнать ее. Джейн отвергает Ника и неприятна ему. Ник предлагает Джейн забыть об их разговоре."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Адам узнал от друга, что Тим встречается с парнем. Джулия и Нейт не знали об этом.","Джулия знала, что Тим гей, а Адам и Нейт — нет."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Лилли опаздывает, поэтому Габриэль закажет еду для нее и ее друзей. Паста с лососем и базиликом там всегда вкусная.",Лилли опоздает. Габриэль закажет для нее пасту с лососем и базиликом.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Селин не дома, поэтому Кара хочет пройти мимо. Селин позвонит Каре вечером, если захочет прийти.","Селин нет дома, но она позвонит Каре, прежде чем навестить ее."
fred-t5,d0rj/samsum-ru,1.0,1.0,0.0,"Крейг просит Дерека помочь с его компьютером. Дерек даст ему 20 минут, чтобы добраться до машины.","Дерек будет у Крейга через 20 минут, чтобы помочь ему с неисправным компьютером."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Эмма предлагает Эбигейл прогуляться с малышами, но Эбигейл отказывается из-за смога. Эмма решает установить приложение оповещения о смоге.","Эбигейл не собирается гулять с малышами. Ее приложение для оповещения о смоге показывает, что сегодня нормы превышены на 30%."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Синди хочет красные розы. Пол спрашивает, какого цвета и какой тип.",Пол купит красные розы по совету Синди.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Мэри сообщает Дженни, что она оставила свою кредитную карту в магазине. Мэри говорит Дженни, что она может забрать его с одним из кассиров.",Дженни оставила свою кредитную машину в магазине Мэри.
fred-t5,d0rj/samsum-ru,0.6666666666666666,0.6666666666666666,0.5,Гэри напоминает Ларе о дне рождения Тома. Лара придет около 17:00 и принесет торт и шарики. Гэри уже заплатил за торт.,"День рождения Тома. Лара и Гэри придут к Тому около 17:00, чтобы все подготовить, прежде чем Том вернется домой в 17:30. Гэри уже заплатил за торт — Лара заберет его, а также получит шарики."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Пол почти готов, но опоздает на встречу с Лорой.","Пол опаздывает на встречу с Лорой, и она отказывается больше ждать."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Сальма отправляет Хью два кошачьих мема, и он находит их забавными.",Сальме и Хью нравятся кошачьи мемы.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Мэтт и Оливер подали документы в Стэнфорд, но Питер не поступил. Мэтт призывает Питера не сдаваться и найти другой университет.","Сегодняшние результаты показывают, что Мэтт и Оливер поступили в Стэнфордский университет, а Питер — нет."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джейк сообщает Надей и Ванессе, что сегодня у них нет английского языка. Смит заболел, а замену ему не нашли.","Уроки английского были отменены, потому что Смит заболел, а замену найти не удалось."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Брэндон потерял свою кредитную карту и заблокировал ее в банке. Он просит Люка и Яна одолжить ему 100 долларов, но Люк не может этого сделать из-за поломки. Ян соглашается одолжить Брэндону $$.","Брэндон потерял свою кредитную карту и заблокировал ее в банке. Пройдет некоторое время, прежде чем он получит новый, и ему нужны деньги. Люк разорился, но Ян одолжит Брэндону немного денег."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Инес, Алисия, Госия и Патриция планируют следующий гастрономический вечер. Они будут изучать мировые кухни в новом ресторане, который Инес прислала им по электронной почте.",Патриция и Инес наслаждались итальянским вечером. Госия выбрала отличное место. Алисия не была в новом ресторане. Они все хотят провести корейский вечер в среду через две недели.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Ана и Кэтрин завтра пойдут к бабушке.,"Ана хочет навестить бабушку завтра. Кэтрин пойдет с ней. Она позвонит Анне, когда проснется."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джойс и Майкл нашли дешевый билет на самолет. Эдсон не будет ждать, он уже бронирует его сейчас.",Эдсон уже бронирует билет.
fred-t5,d0rj/samsum-ru,0.6,0.6,0.5,"Джейн и Стивен встретятся в 4:30 вместо 5, так как дорога новая.","Джейн хочет выехать в 4:30 вместо 5, потому что Google Maps предполагает, что 300 км пути займут у них не менее 3 часов, и она не хочет опаздывать. Она будет ждать Стивена у главного входа."
fred-t5,d0rj/samsum-ru,1.0,1.0,1.0,"Сюзанна работает, но Морган ей не помогает. Они скучают друг по другу. Морган предлагает пойти на концерт Maroon 5 на следующей неделе.","Сюзанна на работе и сейчас у нее перерыв. Морган приглашает Сюзанну на концерт Maroon 5, который состоится на следующей неделе в театре Хулу в Мэдисон Сквер Гарден. Сюзанна соглашается."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Юля и Лиам обсуждают новую книгу. Они оба ее уже прочитали. Городская библиотека организует встречу с Тесс, чтобы они могли ее увидеть.","Последнее, что прочитала Джулия, было «Умри снова» из 2014 года. Будет встреча с Тесс, организованная городской библиотекой."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Али оставил свой бумажник у Мохаммада. Мохаммад нашел его и принесет завтра в универ.,Али оставил свой бумажник у Мохаммеда. Мохаммад завтра принесет его в университет.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Линда и Лора завтра идут в итальянский ресторан. Линда любит их пасту и брауни, но не такой сладкий, как думала Лаура.",Линда и Лора завтра идут в итальянский ресторан.
fred-t5,d0rj/samsum-ru,0.4,0.4,0.0,Анна приглашает всех на свой день рождения 6 ноября 1930 года.,Анна организует день рождения 6 ноября в 19:30.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Миа и Эллиот собираются выпить сегодня вечером после работы. Эллиот просит Мию не опаздывать.,"Миа собирается сегодня вечером после работы со своими подругами. Если она захочет, Эллиот приедет и заберет ее."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джейден не хочет иметь детей, потому что беременность и роды приносят страдания. Она хотела бы заниматься сексом и ждать ребенка, ведя нормальную жизнь. Бреннан надеется, что она найдет парня, который сможет дать ей секс, который она хочет, и не забеременеет.","Джейден объясняет Бреннан, почему она не хочет быть беременной."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Стив и Гулаб обсуждают результаты футбольного матча между США и Хорватией прошлой ночью.,Вчера победили США. Завтра в 2 часа Англия сыграет с Хорватией.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джон забыл бумажник и просит Элу дать его снаружи. Ее телефон занят, но она поговорит с мамой, чтобы он был свободен.","Джон забыл свой бумажник. Он хочет, чтобы Эла отдала его ему снаружи через 10 минут."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Марк сказал своей сестре, что Мэри работает в Интернете. Она спрашивает всех и пытается связаться с людьми, на которых она работает. Мэри ненавидит ее за это.","Марк сказал сестре, что Мэри занимается онлайн-работой. Сестра Марка связывается с людьми, чтобы подтвердить это. Марк думает, что она ревнует. Мэри ненавидит сестру Марка."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Фиона хочет приготовить пирог для Криса. Тина поможет ей, но у Фионы нет ничего готового. Однажды она пыталась сделать начинку, но закончила яичницей с лимоном.",Фиона хочет приготовить ужин для Криса. Она думает о пироге Тины. Она поможет ей это сделать.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Педар хочет выпить, но Клэр не может прийти. Аннет больна и не может присоединиться. Джеймс идет в бар Иисуса. Оли катался на велосипеде по бару, но никого не нашел.",Аннет заболела. Джеймс идет в бар «Иисус». Оли не мог найти никого рядом с баром.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Райан и Себастьян обеспокоены ситуацией на Украине. Они надеются, что лидеры наций отреагируют на это.",Райан и Себастьян обеспокоены политической ситуацией в Украине.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Финн и Зэди встретятся завтра в районе Elephant and Castle, где полно латиноамериканских штучек. Они хотят попробовать кухню неизвестного происхождения.",Финн и Зэди идут в «Слон и замок» завтра в 2. Они встретятся у главного входа.
fred-t5,d0rj/samsum-ru,1.0,1.0,0.0,"Джейкоб не слушал песню, которую Гарри отправил ему 3 дня назад. Он сделает это сегодня вечером и сообщит об этом Гарри позже.","Джейкоб не слушал песню, которую Гарри прислал ему 3 дня назад. Джейкоб сделает это сегодня вечером и сообщит Гарри, что думает."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Рэй хочет, чтобы Макс выпустил его из комнаты, потому что кто-то запер дверь снаружи. Макс не может этого сделать, так как он выходит. Рэй просит кого-нибудь открыть дверь. Сосед Макса по комнате открывает ее для Рэя.",Рэй заперт в комнате снаружи и ему нужно пописать. Сосед Макса по комнате придет и выпустит его.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Гарри не хочет получать подарок, но Ким может сказать своей маме, что он купил новый диван и ему нужны подушки.","Ким собирается сказать маме, что Гарри купил новый диван, и ему нужны серые подушки."
fred-t5,d0rj/samsum-ru,0.3333333333333333,0.3333333333333333,0.0,"Джош хочет купить iPad. Брайан рекомендует Samsung, Xiaomi и Sony в зависимости от бюджета Джоша. Он может купить его дешевле для него.","Джош хочет купить планшет и не знает, какую марку ему выбрать. По словам Брайана, другие бренды лучше, чем Apple, и он может купить планшет Samsung дешевле. Джош позвонит Брайану после работы, чтобы поговорить об этом."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Олафур, Натали и Зои планируют провести новогоднюю ночь. Они решают пойти на завтрак у Тиффани в Сохо.","Натали, Олафур и Зои планируют канун Нового года. Натали хочет чего-то классного. Олафур не любит оперу. Они хотят пойти на вечеринку «Завтрак у Тиффани» в Сохо."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Энди смотрит Стрелу Б) и завтра у него небольшая викторина. Фрэнк напоминает ему о ней, но Энди считает, что это не имеет значения.",Фрэнк пытается уговорить Энди подготовиться к завтрашней викторине.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Ким ищет свежую рамальскую рыбу в Варшаве. Марго предлагает попробовать на рынке Польна, но Ким уже пробовала. Она также не нашла информации о рыбном рынке в Интернете. Марго советует ей посмотреть меню ресторанов и спросить об источнике рыбы. Ким приготовит его для особого случая.","Ким нужно купить свежей рыбы в Варшаве. Ким спросит в ресторанах об их источнике. Ким планирует что-то особенное, но пока не делится подробностями с Марго."
fred-t5,d0rj/samsum-ru,1.0,1.0,1.0,"Том и Бен встретятся в Овальном зале в 14:00. Том напоминает Бену о необходимости взять все свои бумаги, чтобы избежать драки.",Том встретится с Беном в Овальной комнате в 14:00 и скажет ему принести бумаги.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Эшли и Питер собираются в кино. Эшли нашла работу.,Эшли получила работу.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Данна злится, что не может найти друзей для общения в выходные. У Рида нет телевизора, так как срок действия подписки истек, и они хотят, чтобы он заплатил за это. Завтра у Рида выходной.","У Данны скучные выходные, и она смотрит телевизор. Рид лежит в постели. Завтра у него свободный день."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Аливия работает над диссертацией, но у нее не очень хорошо получается. Она находит тему интересной и не против читать статьи и книги, но когда должна писать, она словно вырубается и не может напечатать ни слова. Антонио предлагает ей перестать так серьезно об этом думать и просто написать, а потом отредактировать.","В последнее время Аливия была молчаливой. Она пыталась написать диссертацию. Она не может сосредоточиться на письме. Она постарается последовать совету Антонио и начать писать, не задумываясь."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джон хочет, чтобы Мэдди принесла ему белый хлеб и яблоки.",Мэдди купит белый хлеб и яблоки по просьбе Джона.
